Internship_ID,Company_Name,,Sector,Area_Field,Internship_Title,Internship_State,Internship_District,Benefits,,Mode,Duration_Months,Stipend_Amount,Required_Skills,Application_Deadline,Company_Description,,,Stipend_Type,Requirement_Contact,Eligibility_Education,Eligibility_Experience,Eligibility_Description,Hiring_Workflow
PMIS-2025-00061,Green Energy Corp,,"Oil, Gas & Energy",Renewable Energy R&D,Finance Intern,Rajasthan,Jaipur,Subsidized Meals,,Remote,6,5000,Chemistry; Python; Writing; Editing,19-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9008791801,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00062,TravelEase Pvt Ltd,,Travel & Hospitality,Marketing,Consulting Intern,Karnataka,Mysuru,"Stipend, Meals",,Remote,6,5000,Python; Agriculture Basics; Research Skills,16-10-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9671474777,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00063,AutoMotion Ltd,,Automotive,Pharma Research,Lab Assistant Intern,Maharashtra,Pune,Stipend,,Remote,6,0,Writing; Python; Communication; Electrical Maintenance,08-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Unpaid,-9117043565,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00064,RetailMart Ltd,,Retail & Consumer Durables,Pharma Research,Content Intern,Delhi,New Delhi,Subsidized Meals,,On-site,6,8000,Editing; Electrical Maintenance; Communication,20-11-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9440899418,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00065,Green Energy Corp,,"Oil, Gas & Energy",Maintenance,Research Intern,Chandigarh,Chandigarh,Stipend,,Hybrid,12,10000,Electrical Maintenance; Python; Writing,16-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9232504796,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00066,HealthCare First,,Healthcare,Agriculture,Field Intern,Rajasthan,Udaipur,"Transport Allowance, Subsidized Meals",,On-site,12,8000,Python; Data Analysis; Electrical Maintenance; Networking,19-10-2025,Healthcare services provider focused on innovation and care.,,,Paid,-9077745820,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00067,BankTrust Financial Services,,Banking & Financial Services,Finance & Accounting,Research Intern,Punjab,Ludhiana,"Transport Allowance, Subsidized Meals",,Remote,12,10000,Agriculture Basics; Networking,10-10-2025,Trusted name in banking and financial consulting.,,,Paid,-9356267746,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00068,TravelEase Pvt Ltd,,Travel & Hospitality,Pharma Research,Finance Intern,Delhi,New Delhi,"Transport Allowance, Subsidized Meals",,Hybrid,12,3000,Agriculture Basics; Writing,12-11-2025,Hospitality and travel solutions provider for modern explorers.,,,Paid,-9326992124,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00069,InfraBuild India,,Infrastructure & Construction,Consulting,Lab Assistant Intern,Chandigarh,Chandigarh,Stipend,,Hybrid,6,3000,Python; Networking; Sales Skills; Data Analysis,06-11-2025,Infrastructure and construction solutions across India.,,,Paid,-9955494615,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00070,AutoMotion Ltd,,Automotive,Agriculture,Content Intern,Uttar Pradesh,Lucknow,"Transport Allowance, Subsidized Meals",,Hybrid,12,3000,Writing; Electrical Maintenance; Sales Skills; Editing,16-11-2025,Automotive giant specializing in vehicle design and maintenance.,,,Paid,-9221519130,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00071,EduMedia Creatives,,"Media, Entertainment & Education",Maintenance,Consulting Intern,Tamil Nadu,Chennai,"Transport Allowance, Subsidized Meals",,Remote,3,10000,Chemistry; Agriculture Basics; Communication,02-11-2025,Content and media company focusing on education and entertainment.,,,Paid,-9713974300,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00072,InfoTech Solutions Pvt Ltd,,IT & Software Development,Marketing,Consulting Intern,Punjab,Ludhiana,Remote Work,,Remote,6,10000,Networking; Agriculture Basics,05-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9812979818,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00073,TeleLink Pvt Ltd,,Telecom,Pharma Research,Field Intern,Delhi,New Delhi,Transport Allowance,,Hybrid,3,10000,Excel; Agriculture Basics; Research Skills,13-10-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9685361098,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00074,InfoTech Solutions Pvt Ltd,,IT & Software Development,Finance & Accounting,Sales Intern,Maharashtra,Mumbai,"Stipend, Meals",,Remote,12,0,Electrical Maintenance; Chemistry; Communication,07-11-2025,Leading IT services and cybersecurity solutions provider.,,,Unpaid,-9329448396,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00075,RetailMart Ltd,,Retail & Consumer Durables,Information Technology,Content Intern,Uttar Pradesh,Varanasi,Transport Allowance,,On-site,3,5000,Python; Chemistry,02-10-2025,Retail and consumer durables with nationwide presence.,,,Paid,-9860857781,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00076,TeleLink Pvt Ltd,,Telecom,Agriculture,Marketing Intern,Gujarat,Bharuch,Transport Allowance,,Remote,3,3000,Editing; Writing,18-11-2025,Telecom services leader in rural and urban connectivity.,,,Paid,-9321595494,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00077,InfraBuild India,,Infrastructure & Construction,Information Technology,Lab Assistant Intern,Tamil Nadu,Coimbatore,"Transport Allowance, Subsidized Meals",,Hybrid,6,0,Research Skills; Data Analysis,01-10-2025,Infrastructure and construction solutions across India.,,,Unpaid,-9249160455,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00078,ConsultPro India,,Consulting Services,Data Science,Finance Intern,Rajasthan,Udaipur,Stipend,,Hybrid,12,3000,Sales Skills; Agriculture Basics; Editing,19-10-2025,Consulting firm offering business and strategy services.,,,Paid,-9346742166,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00079,ChemEx Pvt Ltd,,Chemical,Content Creation,Maintenance Electrical Intern,Karnataka,Mysuru,Transport Allowance,,Remote,12,3000,Excel; Agriculture Basics; Research Skills; Chemistry,12-10-2025,Chemical manufacturing and research for diverse industries.,,,Paid,-9215270446,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00080,Green Energy Corp,,"Oil, Gas & Energy",Renewable Energy R&D,Lab Assistant Intern,Delhi,New Delhi,Stipend,,Remote,6,0,Data Analysis; Agriculture Basics,14-10-2025,Innovative company in renewable and sustainable energy.,,,Unpaid,-9492563697,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00081,FMCG Fresh,,FMCG,Consulting,Field Intern,Chandigarh,Chandigarh,Remote Work,,Remote,3,10000,Writing; Agriculture Basics; Networking,11-10-2025,Fast-moving consumer goods company with global outreach.,,,Paid,-9997937461,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00082,Green Energy Corp,,"Oil, Gas & Energy",Data Science,Maintenance Electrical Intern,Maharashtra,Nagpur,Transport Allowance,,On-site,12,8000,Writing; Communication; Chemistry,25-10-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9836599958,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
PMIS-2025-00083,Green Energy Corp,,"Oil, Gas & Energy",Maintenance,Marketing Intern,Delhi,New Delhi,Remote Work,,On-site,6,8000,Research Skills; Electrical Maintenance; Data Analysis; Editing,04-11-2025,Innovative company in renewable and sustainable energy.,,,Paid,-9290823383,BBA/MBA in Marketing or related field,0-1 year in Marketing/Data,"Individuals must be creative, data-driven, and skilled in marketing strategies and analytics tools.",Application → Aptitude Test → Technical Interview → HR Interview → Offer
PMIS-2025-00084,MetalMines Ltd,,Metals & Mining,Agriculture,Field Intern,Rajasthan,Jaipur,Subsidized Meals,,Hybrid,12,8000,Excel; Writing,18-11-2025,Mining and metals extraction with sustainable methods.,,,Paid,-9824370336,B.Pharm/M.Pharm or Life Sciences,Internship/Project in Pharma,"Students should have pharmaceutical knowledge, research ability, and excellent report writing skills.",Application → Written Test → Technical Interview → HR Round → Selection
PMIS-2025-00085,PharmaLife Pvt Ltd,,Pharmaceutical,Renewable Energy R&D,Lab Assistant Intern,Maharashtra,Pune,"Stipend, Meals",,On-site,3,0,Data Analysis; Writing,04-11-2025,Research-driven pharmaceutical and life sciences company.,,,Unpaid,-9349184292,B.Tech/BCA in Computer Science,Basic knowledge in IT Security,"Candidates must understand IT infrastructure, cybersecurity basics, and teamwork abilities.",Application → Online Test → Technical Interview → HR Interview → Selection
PMIS-2025-00086,InfoTech Solutions Pvt Ltd,,IT & Software Development,Information Technology,IT Security Intern,Gujarat,Ahmedabad,"Transport Allowance, Subsidized Meals",,Remote,6,5000,Networking; Electrical Maintenance,08-10-2025,Leading IT services and cybersecurity solutions provider.,,,Paid,-9343750427,B.Tech in CS/IT or related field,Fresher or up to 1 year,"Candidates should possess strong analytical skills, programming knowledge, and effective communication.",Application → Screening → Technical Test → HR Interview → Selection
PMIS-2025-00087,AgroAllied Co,,Agriculture & Allied,Finance & Accounting,Data Analyst Intern,Uttar Pradesh,Gautam Buddha Nagar,Remote Work,,Remote,3,10000,Communication; Excel; Chemistry; Agriculture Basics,29-10-2025,Agro company promoting sustainable farming and crop science.,,,Paid,-9549519021,B.Sc/M.Sc in Mining or Metallurgy,Fresher or up to 6 months,"Applicants must demonstrate understanding of mining processes, safety standards, and basic programming knowledge.",Application → Resume Shortlisting → Technical Interview → Final Round → Selection
